ocid,id,quantity,description,unit_name,unit_scheme,unit_amount,unit_currency,classification_id,classification_scheme
ocds-5wno2w-CE-20190001725539-41973,11163-PE-C,65,ARCHIVADORES TAMANO TELEGRAMA LOMO 8CMS*,,,1.25,USD,0,No Scheme
ocds-5wno2w-CE-20190001725540-41973,11162-PE-C,591,ARCHIVADORES TAMANO OFICIO LOMO 8 CMS*,,,1.16,USD,0,No Scheme
ocds-5wno2w-CE-20190001725541-41973,11177-PE-C,403,CARPETA FOLDER DE CARTULINA KRAFT (VINCHA INCLUIDA)*,,,0.064,USD,0,No Scheme
ocds-5wno2w-CE-20190001725542-41973,11191-PE-C,62,CD S GRABABLES SIN CAJA CD-R*,,,0.22,USD,0,No Scheme
ocds-5wno2w-CE-20190001725543-41973,11300-PE-C,74,CINTA DE EMBALAJE TRANSPARENTE 2 PULGADAS X 40 YDAS*,,,0.27,USD,0,No Scheme
ocds-5wno2w-CE-20190001725544-41973,11303-PE-C,61,MASKING DE 1 PULG. X 40 YARDAS MULTIUSO*,,,0.4,USD,0,No Scheme
ocds-5wno2w-CE-20190001725545-41973,11304-PE-C,52,MASKING DE 2 PULG. X 40 YARDAS MULTIUSO*,,,0.95,USD,0,No Scheme
ocds-5wno2w-CE-20190001725546-41973,11322-PE-C,8,PAPELERA METÁLICA 2 SERVICIOS*,,,5.4,USD,0,No Scheme
ocds-5wno2w-CE-20190001725547-41973,11169-PE-C,25,BORRADOR (GRANDE) PARA LAPIZ*,,,0.077,USD,0,No Scheme
ocds-5wno2w-CE-20190001725548-41973,11383-PE-C,33,TABLA PARA APUNTES (APOYAMANOS) PLÁSTICO*,,,1.15,USD,0,No Scheme
ocds-5wno2w-CE-20190001725549-41973,11358-PE-C,15,SACAGRAPAS*,,,0.24,USD,0,No Scheme
ocds-5wno2w-CE-20190001725550-41973,11147-PE-C,1,ALMOHADILLA PARA TINTA*,,,0.44,USD,0,No Scheme
ocds-5wno2w-CE-20190001725551-41973,11198-PE-C,8,CERA PARA DEDOS/ CREMA CONTAR BILLETES (MEDIANA)*,,,0.48,USD,0,No Scheme
ocds-5wno2w-CE-20190001725552-41973,11240-PE-C,15,"NOTAS ADHESIVAS CUBO DE 5 COLORES 3X3""*",,,1.66,USD,0,No Scheme
ocds-5wno2w-CE-20190001725553-41973,11290-PE-C,3,MARCADOR PARA CD*,,,0.33,USD,0,No Scheme
ocds-5wno2w-CE-20190001725554-41973,11291-PE-C,110,MARCADOR PERMANENTE AZUL PUNTA GRUESA*,,,0.44,USD,0,No Scheme
ocds-5wno2w-CE-20190001725555-41973,11293-PE-C,98,MARCADOR PERMANENTE ROJO PUNTA GRUESA*,,,0.55,USD,0,No Scheme
ocds-5wno2w-CE-20190001725556-41973,11297-PE-C,36,MARCADOR TIZA LIQUIDA PUNTA GRUESA VARIOS COLORES*,,,0.53,USD,0,No Scheme
ocds-5wno2w-CE-20190001725557-41973,11223-PE-C,15,ESPIRALES A-4 DE 14 MM PAQUETE X 50 U*,,,1.34,USD,0,No Scheme
ocds-5wno2w-CE-20190001725558-41973,11182-PE-C,42,CARPETAS PLÁSTICAS FANTASIA*,,,0.24,USD,0,No Scheme
ocds-5wno2w-CE-20190001725559-41973,11292-PE-C,60,MARCADOR PERMANENTE NEGRO PUNTA GRUESA*,,,0.54,USD,0,No Scheme
ocds-5wno2w-CE-20190001725560-41973,11324-PE-C,50,PASTAS PLASTICAS A-4*,,,0.08,USD,0,No Scheme
ocds-5wno2w-CE-20190001725561-41973,11326-PE-C,50,PASTAS TRANSPARENTES A-4*,,,0.107,USD,0,No Scheme
ocds-5wno2w-CE-20190001725562-41973,11287-PE-C,35,LAPIZ HB CON GOMA CAJA 12 UNIDADES*,,,1.79,USD,0,No Scheme
ocds-5wno2w-CE-20190001725563-41973,11366-PE-C,88,SEPARADORES PLASTICOS A4 FUNDA 12 MESES*,,,1.94,USD,0,No Scheme
ocds-5wno2w-CE-20190001725564-41973,11225-PE-C,25,ESPIRALES A-4 DE 20 MM PAQUETE X 50 U*,,,2.0,USD,0,No Scheme
ocds-5wno2w-CE-20190001725565-41973,11192-PE-C,154,CD S REGRABABLES CON CAJA CD-RW*,,,0.89,USD,0,No Scheme
ocds-5wno2w-CE-20190001725567-11080,7465-PE-C,210,Omeprazol,,,0.26,USD,3525011306,CPC
ocds-5wno2w-CE-20190001725568-11080,7170-PE-C,90,Bencilpenicilina (Penicilina G Cristalina),,,0.17,USD,3525011060,CPC
ocds-5wno2w-CE-20190001725569-11080,7225-PE-C,3,Haloperidol,,,0.17,USD,3525011221,CPC
ocds-5wno2w-CE-20190001725570-11080,13012-PE-C,60,Butilescopolamina (N-butilbromuro de hioscina),,,0.295,USD,3525015029,CPC
ocds-5wno2w-CE-20190001725571-11080,3681-PE-C,30,Salbutamol / Solución para nebulización / 5 mg/ml / 10 ml,,,5.0,USD,35200000727,CPC
ocds-5wno2w-CE-20190001725572-11080,8732-PE-C,4500,Clindamicina,,,0.088888,USD,3525011108,CPC
ocds-5wno2w-CE-20190001725573-11080,13024-PE-C,3,"Metilprednisolona, succinato",,,1.52,USD,3525015200,CPC
ocds-5wno2w-CE-20190001725574-11080,10050-PE-C,60,Lágrimas artificiales y otros preparados inertes,,,0.41,USD,3525015164,CPC
ocds-5wno2w-CE-20190001725575-11080,8975-PE-C,8100,Ciprofloxacina,,,0.027,USD,3525011100,CPC
ocds-5wno2w-CE-20190001725576-11080,7348-PE-C,165,Claritromicina,,,0.129,USD,3525011105,CPC
ocds-5wno2w-CE-20190001725577-11080,10102-PE-C,1500,Losartán,,,0.007,USD,35250151105,CPC
ocds-5wno2w-CE-20190001725578-11080,7359-PE-C,5100,Metformina,,,0.00862,USD,3525011275,CPC
ocds-5wno2w-CE-20190001725579-11080,7134-PE-C,900,Metformina + glibenclamida,,,0.0088,USD,3525011277,CPC
ocds-5wno2w-CE-20190001725580-11080,7152-PE-C,2700,Ácido acetil salicílico,,,0.0041,USD,3525011007,CPC
ocds-5wno2w-CE-20190001725581-11080,8766-PE-C,450,Simvastatina,,,0.016,USD,3525011357,CPC
ocds-5wno2w-CE-20190001725582-11080,10041-PE-C,18,Sulfadiazina de plata,,,0.5,USD,3525015268,CPC
ocds-5wno2w-CE-20190001725583-11080,8974-PE-C,18,Claritromicina,,,1.759,USD,3525011107,CPC
ocds-5wno2w-CE-20190001725584-11080,10040-PE-C,450,Quetiapina,,,0.03671,USD,3525015253,CPC
ocds-5wno2w-CE-20190001725585-748941,7114-PE-C,150000,Losartán,,,0.005,USD,3525011270,CPC
ocds-5wno2w-CE-20190001725586-2692,5195-PE-C,368,TRES BOCADITOS CON SERVICIO A LA MESA,,,5.0,USD,632300021,CPC
ocds-5wno2w-CE-20190001725586-2692,5198-PE-C,57,REFRIGERIOS,,,2.25,USD,632300021,CPC
ocds-5wno2w-CE-20190001725587-2692,5195-PE-C,2000,TRES BOCADITOS CON SERVICIO A LA MESA,,,5.0,USD,632300021,CPC
ocds-5wno2w-CE-20190001725588-2692,5198-PE-C,275,REFRIGERIOS,,,2.25,USD,632300021,CPC
ocds-5wno2w-CE-20190001725614-123069,7447-PE-C,12000,Amoxicilina + Ácido clavulánico,,,0.0799,USD,3525011044,CPC
ocds-5wno2w-CE-20190001725589-2692,5198-PE-C,83,REFRIGERIOS,,,2.25,USD,632300021,CPC
ocds-5wno2w-CE-20190001725590-534517,12872-PE-C,12,PAPEL TOALLA DE MANOS BLANCO EN Z 150 UNIDADES*,,,0.85,USD,0,No Scheme
ocds-5wno2w-CE-20190001725591-748941,10102-PE-C,480000,Losartán,,,0.007,USD,35250151105,CPC
ocds-5wno2w-CE-20190001725593-86819,8479-PE-C,10965,"COMPRESA QUIRURGICA, 45 CM X 45 CM",,,0.61,USD,3529010996,CPC
ocds-5wno2w-CE-20190001725594-86819,13069-PE-C,10,Amarras para sujeción de pacientes,,,1.7,USD,3529010977,CPC
ocds-5wno2w-CE-20190001725595-86819,8482-PE-C,198,"BATA QUIRURGICA MANGA LARGA, CON TOALLAS ABSORBENTES, TALLA MEDIANA",,,1.34,USD,3529010956,CPC
ocds-5wno2w-CE-20190001725598-123069,8898-PE-C,300,Espironolactona,,,0.16999,USD,3525011180,CPC
ocds-5wno2w-CE-20190001725599-123069,7342-PE-C,800,Ampicilina + Sulbactam,,,0.44,USD,3525011050,CPC
ocds-5wno2w-CE-20190001725600-123069,7450-PE-C,3000,Glibenclamida,,,0.00823,USD,3525011216,CPC
ocds-5wno2w-CE-20190001725601-123069,7452-PE-C,150,Bencilpenicilina benzatínica (Penicilina G benzatínica),,,0.33,USD,3525011064,CPC
ocds-5wno2w-CE-20190001725602-123069,7465-PE-C,3500,Omeprazol,,,0.26,USD,3525011306,CPC
ocds-5wno2w-CE-20190001725603-123069,7225-PE-C,200,Haloperidol,,,0.17,USD,3525011221,CPC
ocds-5wno2w-CE-20190001725604-123069,7202-PE-C,20,Trinitrato de glicerilo (Nitroglicerina),,,2.2,USD,3525011388,CPC
ocds-5wno2w-CE-20190001725605-123069,7469-PE-C,1500,"Hidrocortisona, succinato sódico",,,0.3478,USD,3525011224,CPC
ocds-5wno2w-CE-20190001725606-123069,7196-PE-C,200,Estriol,,,2.49,USD,3525011184,CPC
ocds-5wno2w-CE-20190001725607-123069,8925-PE-C,200,Ácido alendrónico (Alendronato sódico),,,0.035,USD,3525011009,CPC
ocds-5wno2w-CE-20190001725608-123069,8926-PE-C,10000,Carvedilol,,,0.022,USD,3525011087,CPC
ocds-5wno2w-CE-20190001725609-123069,7125-PE-C,1600,Salbutamol,,,1.05,USD,3525011350,CPC
ocds-5wno2w-CE-20190001725610-123069,8717-PE-C,2500,Acetilcisteína,,,0.75,USD,3525011002,CPC
ocds-5wno2w-CE-20190001725611-123069,7472-PE-C,1800,Cloruro de sodio,,,0.66,USD,3525011124,CPC
ocds-5wno2w-CE-20190001725612-123069,13064-PE-C,300,Insulina humana NPH (acción intermedia),,,2.67,USD,3525015154,CPC
ocds-5wno2w-CE-20190001725613-123069,8867-PE-C,343,Amikacina,,,0.9186,USD,3525011034,CPC
ocds-5wno2w-CE-20190001725621-103464,11391-PE-C,10,TINTA CORRECTORA TIPO ESFERO*,,,0.23,USD,0,No Scheme
ocds-5wno2w-CE-20190001725622-103464,11209-PE-C,30,CUADERNO ESPIRAL UNIVERSITARIO LINEAS 100 HOJAS*,,,0.78,USD,0,No Scheme
ocds-5wno2w-CE-20190001725623-103464,11207-PE-C,30,CUADERNO ESPIRAL PEQUEÑO LINEAS 100 HOJAS*,,,0.55,USD,0,No Scheme
ocds-5wno2w-CE-20190001725624-103464,11186-PE-C,25,CARPETAS PLASTICAS UN LADO TRANSPARENTE*,,,0.3,USD,0,No Scheme
ocds-5wno2w-CE-20190001725625-103464,11177-PE-C,25,CARPETA FOLDER DE CARTULINA KRAFT (VINCHA INCLUIDA)*,,,0.063,USD,0,No Scheme
ocds-5wno2w-CE-20190001725626-103464,11206-PE-C,80,CUADERNO ESPIRAL PEQUEÑO CUADROS 100 HOJAS*,,,0.53,USD,0,No Scheme
ocds-5wno2w-CE-20190001725627-103464,11189-PE-C,15,CARTULINA A 4 VARIOS COLORES*,,,0.35,USD,0,No Scheme
ocds-5wno2w-CE-20190001725628-103464,11169-PE-C,24,BORRADOR (GRANDE) PARA LAPIZ*,,,0.08,USD,0,No Scheme
ocds-5wno2w-CE-20190001725629-103464,11253-PE-C,12,GOMA LIQUIDA 250 GR*,,,0.4,USD,0,No Scheme
ocds-5wno2w-CE-20190001725630-103464,11296-PE-C,24,MARCADOR PUNTA FINA NEGRO*,,,0.45,USD,0,No Scheme
ocds-5wno2w-CE-20190001725631-103464,11217-PE-C,50,ESFEROGRAFICO AZUL PUNTA MEDIA*,,,0.06,USD,0,No Scheme
ocds-5wno2w-CE-20190001725632-103464,11221-PE-C,24,ESFEROGRAFICO ROJO PUNTA MEDIA*,,,0.056,USD,0,No Scheme
ocds-5wno2w-CE-20190001725633-103464,11208-PE-C,40,CUADERNO ESPIRAL UNIVERSITARIO CUADROS 100 HOJAS*,,,0.78,USD,0,No Scheme
ocds-5wno2w-CE-20190001725634-103464,11215-PE-C,24,BOLÍGRAFO TIPO GEL VARIOS COLORES*,,,0.3,USD,0,No Scheme
ocds-5wno2w-CE-20190001725635-103464,11205-PE-C,10,CRAYONES ESCOLARES JUMBO GIGANTE 12 COLORES*,,,1.6,USD,0,No Scheme
ocds-5wno2w-CE-20190001725636-103464,11297-PE-C,24,MARCADOR TIZA LIQUIDA PUNTA GRUESA VARIOS COLORES*,,,0.53,USD,0,No Scheme
ocds-5wno2w-CE-20190001725637-103464,11288-PE-C,10,LAPIZ HB SIN GOMA CAJA DE 12 UNIDADES*,,,1.5452,USD,0,No Scheme
ocds-5wno2w-CE-20190001725639-103464,11293-PE-C,24,MARCADOR PERMANENTE ROJO PUNTA GRUESA*,,,0.55,USD,0,No Scheme
ocds-5wno2w-CE-20190001725640-103464,11285-PE-C,10,LAPICES DE COLOR CAJA 24 UNIDADES*,,,3.48,USD,0,No Scheme
ocds-5wno2w-CE-20190001725641-600753,7454-PE-C,8,MANDIL 100% ALGODÓN,,,17.07,USD,881220014,CPC
ocds-5wno2w-CE-20190001725642-600753,6144-PE-C,6,OVEROL JEAN CON CINTA REFLECTIVA,,,23.35,USD,881220014,CPC
ocds-5wno2w-CE-20190001725643-600753,6141-PE-C,10,CAMISA JEAN,,,15.04,USD,881220014,CPC
ocds-5wno2w-CE-20190001725643-600753,6906-PE-C,6,PANTALÓN JEAN 14 ONZAS SIN CINTA REFLECTIVA,,,12.95,USD,881220014,CPC
ocds-5wno2w-CE-20190001725644-600753,7038-PE-C,193,"MANDIL PARA USO MÈDICO, LABORATORIO Y OTROS",,,16.75,USD,881220013,CPC
ocds-5wno2w-CE-20190001725645-600753,6063-PE-C,30,CAMPOS Y SABANAS QUIRÚRGICAS REUSABLES - 50 x 50 cm SIMPLES,,,2.42,USD,881220013,CPC
ocds-5wno2w-CE-20190001725646-600753,6070-PE-C,10,CHALECO DE SEGURIDAD,,,11.48,USD,881220011,CPC
ocds-5wno2w-CE-20190001725647-600753,6034-PE-C,5,TOALLA DE BAÑO - 140cm x 70cm,,,10.0,USD,881220013,CPC
ocds-5wno2w-CE-20190001725648-600753,6057-PE-C,30,CAMPOS DE OJO REUSABLES - 50cm x 50cm,,,7.5,USD,881220013,CPC
ocds-5wno2w-CE-20190001725649-600753,6131-PE-C,10,BATA DE PACIENTE ADULTO - TALLA S,,,7.5,USD,881220013,CPC
ocds-5wno2w-CE-20190001725650-600753,6133-PE-C,10,BATA DE PACIENTE ADULTO - TALLA L,,,8.5,USD,881220013,CPC
ocds-5wno2w-CE-20190001725651-600753,6132-PE-C,10,BATA DE PACIENTE ADULTO - TALLA M,,,8.0,USD,881220013,CPC
ocds-5wno2w-CE-20190001725652-600753,13432-PE-C,4,BOTA DIELÉCTRICA TIPO TEJANA,,,91.0,USD,295100012,CPC
ocds-5wno2w-CE-20190001725653-102124,10054-PE-C,11280,Ácido valpróico (Sal sódica),,,0.13,USD,3525011015,CPC
ocds-5wno2w-CE-20190001725654-102124,3491-PE-C,1018,Claritromicina / Polvo para inyección / 500 mg,,,11.0,USD,35200000341,CPC
ocds-5wno2w-CE-20190001725655-102124,10033-PE-C,1190,Clomifeno,,,0.25,USD,3525015050,CPC
ocds-5wno2w-CE-20190001725656-102124,8898-PE-C,3600,Espironolactona,,,0.16999,USD,3525011180,CPC
ocds-5wno2w-CE-20190001725657-102124,3561-PE-C,963,Lágrimas artificiales / Gel oftálmico / 10g,,,4.3,USD,35200000778,CPC
ocds-5wno2w-CE-20190001725658-102124,7154-PE-C,342,Aminoácidos,,,6.47,USD,3525011036,CPC
ocds-5wno2w-CE-20190001725659-102124,7344-PE-C,700,Bencilpenicilina (Penicilina G Cristalina),,,0.45,USD,3525011061,CPC
ocds-5wno2w-CE-20190001725737-102124,8938-PE-C,4310,Gentamicina,,,0.1452,USD,3525011214,CPC
ocds-5wno2w-CE-20190001725660-102124,7189-PE-C,6263,Imipenem + cilastatina,,,2.4,USD,3525011232,CPC
ocds-5wno2w-CE-20190001725661-102124,7347-PE-C,145200,Cefalexina,,,0.042,USD,3525011089,CPC
ocds-5wno2w-CE-20190001725662-102124,7116-PE-C,6450,Meropenem,,,2.8,USD,3525011274,CPC
ocds-5wno2w-CE-20190001725663-102124,7342-PE-C,13500,Ampicilina + Sulbactam,,,0.44,USD,3525011050,CPC
ocds-5wno2w-CE-20190001725664-102124,8916-PE-C,4966,Clotrimazol,,,0.3663,USD,3525011129,CPC
ocds-5wno2w-CE-20190001725665-102124,10064-PE-C,13600,Fluconazol,,,0.0354,USD,3525015119,CPC
ocds-5wno2w-CE-20190001725667-102124,7439-PE-C,200,Bencilpenicilina benzatínica (Penicilina G benzatínica),,,0.17,USD,3525011062,CPC
ocds-5wno2w-CE-20190001725668-102124,10060-PE-C,60900,Atenolol,,,0.0135,USD,3525011052,CPC
ocds-5wno2w-CE-20190001725669-102124,7319-PE-C,19800,Difenhidramina,,,0.0228,USD,3525011157,CPC
ocds-5wno2w-CE-20190001725670-102124,8962-PE-C,7514,Betametasona,,,0.435,USD,3525011065,CPC
ocds-5wno2w-CE-20190001725671-102124,7449-PE-C,2750,Ampicilina,,,0.11,USD,3525011048,CPC
ocds-5wno2w-CE-20190001725672-102124,7466-PE-C,700,Bencilpenicilina benzatínica (Penicilina G benzatínica),,,0.169,USD,3525011063,CPC
ocds-5wno2w-CE-20190001725673-102124,13014-PE-C,4700,Ácido tranexámico,,,0.32,USD,3525015006,CPC
ocds-5wno2w-CE-20190001725674-102124,7450-PE-C,12700,Glibenclamida,,,0.00823,USD,3525011216,CPC
ocds-5wno2w-CE-20190001725675-102124,8924-PE-C,1801,Ácido fusídico,,,0.94,USD,3525011012,CPC
ocds-5wno2w-CE-20190001725676-102124,7169-PE-C,4700,Ampicilina,,,0.165,USD,3525011049,CPC
ocds-5wno2w-CE-20190001725677-102124,7225-PE-C,275,Haloperidol,,,0.17,USD,3525011221,CPC
ocds-5wno2w-CE-20190001725678-102124,11479-PE-C,220,Flumazenil,,,2.9,USD,3525015120,CPC
ocds-5wno2w-CE-20190001725679-102124,11477-PE-C,50,Dobutamina,,,1.144,USD,3525015081,CPC
ocds-5wno2w-CE-20190001725680-102124,7115-PE-C,1166,Estradiol valerato + Noretisterona enantato,,,0.6,USD,3525011182,CPC
ocds-5wno2w-CE-20190001725681-102124,11468-PE-C,500,Bupivacaína (sin epinefrina),,,0.405566,USD,3525015026,CPC
ocds-5wno2w-CE-20190001725682-102124,11463-PE-C,1798,"Metilprednisolona, acetato",,,4.1,USD,35250151115,CPC
ocds-5wno2w-CE-20190001725684-102124,7397-PE-C,300,Digoxina,,,3.95,USD,3525011416,CPC
ocds-5wno2w-CE-20190001725685-102124,11464-PE-C,545,Lidocaína (sin epinefrina),,,1.0556,USD,3525011263,CPC
ocds-5wno2w-CE-20190001725686-102124,9063-PE-C,8200,Ferroso sulfato,,,0.05,USD,3525011196,CPC
ocds-5wno2w-CE-20190001725687-102124,11478-PE-C,372,Emulsiones grasas (lípidos),,,7.19,USD,3525015093,CPC
ocds-5wno2w-CE-20190001725688-102124,7182-PE-C,2440,Buprenorfina,,,9.99,USD,3525011075,CPC
ocds-5wno2w-CE-20190001725689-102124,7224-PE-C,925,Diazepam,,,0.3122,USD,3525011151,CPC
ocds-5wno2w-CE-20190001725690-102124,7469-PE-C,2079,"Hidrocortisona, succinato sódico",,,0.3478,USD,3525011224,CPC
ocds-5wno2w-CE-20190001725691-102124,3475-PE-C,1293,Amoxicilina / Polvo para suspensión / 250 mg/5 ml / 100 ml,,,2.22,USD,35200000300,CPC
ocds-5wno2w-CE-20190001725692-102124,7107-PE-C,13900,Dimenhidrinato,,,0.01881,USD,3525011162,CPC
ocds-5wno2w-CE-20190001725693-102124,8869-PE-C,210,Lidocaína,,,6.5818,USD,3525011262,CPC
ocds-5wno2w-CE-20190001725694-102124,7409-PE-C,17770,Ácido tranexámico,,,0.67,USD,3525011014,CPC
ocds-5wno2w-CE-20190001725695-102124,11456-PE-C,180,Aciclovir,,,0.75,USD,3525015003,CPC
ocds-5wno2w-CE-20190001725696-102124,11457-PE-C,3300,Calcio gluconato,,,0.15,USD,3525015031,CPC
ocds-5wno2w-CE-20190001725697-102124,8732-PE-C,16968,Clindamicina,,,0.088888,USD,3525011108,CPC
ocds-5wno2w-CE-20190001725698-102124,7196-PE-C,3402,Estriol,,,2.49,USD,3525011184,CPC
ocds-5wno2w-CE-20190001725699-102124,8926-PE-C,94300,Carvedilol,,,0.022,USD,3525011087,CPC
ocds-5wno2w-CE-20190001725700-102124,8925-PE-C,24300,Ácido alendrónico (Alendronato sódico),,,0.035,USD,3525011009,CPC
ocds-5wno2w-CE-20190001725701-102124,10005-PE-C,5900,Clotrimazol,,,0.248,USD,3525011132,CPC
ocds-5wno2w-CE-20190001725702-102124,9138-PE-C,4196,Enoxaparina,,,1.99,USD,3525011172,CPC
ocds-5wno2w-CE-20190001725703-102124,11447-PE-C,3306,Albendazol,,,0.2079,USD,3525011028,CPC
ocds-5wno2w-CE-20190001725704-102124,8712-PE-C,569,Carbohidratos (Dextrosa en agua),,,0.715,USD,3525011404,CPC
ocds-5wno2w-CE-20190001725705-102124,7472-PE-C,12910,Cloruro de sodio,,,0.66,USD,3525011124,CPC
ocds-5wno2w-CE-20190001725706-102124,8717-PE-C,9960,Acetilcisteína,,,0.75,USD,3525011002,CPC
ocds-5wno2w-CE-20190001725707-102124,8709-PE-C,1822,Carbohidratos (Dextrosa en agua),,,0.99,USD,3525011083,CPC
ocds-5wno2w-CE-20190001725710-102124,3508-PE-C,1545,Dexametasona + Tobramicina / Suspensión oftálmica / 0.1% + 0.3%,,,5.33,USD,35200000842,CPC
ocds-5wno2w-CE-20190001725711-102124,8867-PE-C,4866,Amikacina,,,0.9186,USD,3525011034,CPC
ocds-5wno2w-CE-20190001725712-102124,8885-PE-C,415,Enalapril,,,5.9399,USD,3525011171,CPC
ocds-5wno2w-CE-20190001725713-102124,13063-PE-C,1870,Insulina humana (acción rápida),,,2.67,USD,3525015153,CPC
ocds-5wno2w-CE-20190001725714-102124,13064-PE-C,9800,Insulina humana NPH (acción intermedia),,,2.67,USD,3525015154,CPC
ocds-5wno2w-CE-20190001725715-102124,3583-PE-C,27720,Metformina + glibenclamida / Tableta / 500mg + 2.5mg,,,0.18,USD,3520000042,CPC
ocds-5wno2w-CE-20190001725716-102124,8872-PE-C,44500,Levotiroxina sódica,,,0.02,USD,3525011257,CPC
ocds-5wno2w-CE-20190001725717-102124,8871-PE-C,68150,Levotiroxina sódica,,,0.03,USD,3525011258,CPC
ocds-5wno2w-CE-20190001725718-102124,10106-PE-C,94900,Amoxicilina,,,0.02712,USD,3525015015,CPC
ocds-5wno2w-CE-20190001725720-102124,7447-PE-C,152000,Amoxicilina + Ácido clavulánico,,,0.0799,USD,3525011044,CPC
ocds-5wno2w-CE-20190001725721-102124,8897-PE-C,550,Claritromicina,,,3.39,USD,3525011106,CPC
ocds-5wno2w-CE-20190001725722-102124,7152-PE-C,57870,Ácido acetil salicílico,,,0.0041,USD,3525011007,CPC
ocds-5wno2w-CE-20190001725723-102124,10049-PE-C,390,Itraconazol,,,0.07,USD,3525015161,CPC
ocds-5wno2w-CE-20190001725724-102124,10050-PE-C,12378,Lágrimas artificiales y otros preparados inertes,,,0.41,USD,3525015164,CPC
ocds-5wno2w-CE-20190001725725-102124,10053-PE-C,509,Latanoprost,,,0.59,USD,3525015169,CPC
ocds-5wno2w-CE-20190001725726-102124,7354-PE-C,109980,Diclofenaco,,,0.00957,USD,3525011152,CPC
ocds-5wno2w-CE-20190001725727-102124,7134-PE-C,21210,Metformina + glibenclamida,,,0.0088,USD,3525011277,CPC
ocds-5wno2w-CE-20190001725728-102124,9137-PE-C,1260,Cotrimoxazol (Sulfametoxazol + Trimetoprima),,,0.250854,USD,3525011140,CPC
ocds-5wno2w-CE-20190001725729-102124,8936-PE-C,47190,Doxazosina,,,0.045,USD,3525011165,CPC
ocds-5wno2w-CE-20190001725730-102124,7350-PE-C,6150,Cotrimoxazol (Sulfametoxazol + Trimetoprima),,,0.021,USD,3525011139,CPC
ocds-5wno2w-CE-20190001725731-102124,7110-PE-C,28500,Enalapril,,,0.002,USD,3525011169,CPC
ocds-5wno2w-CE-20190001725732-102124,7368-PE-C,112770,Amlodipina,,,0.007,USD,3525011040,CPC
ocds-5wno2w-CE-20190001725733-102124,10099-PE-C,383250,Clopidogrel,,,0.023,USD,3525015051,CPC
ocds-5wno2w-CE-20190001725734-102124,8974-PE-C,198,Claritromicina,,,1.759,USD,3525011107,CPC
ocds-5wno2w-CE-20190001725738-102124,7348-PE-C,20370,Claritromicina,,,0.129,USD,3525011105,CPC
ocds-5wno2w-CE-20190001725739-102124,8975-PE-C,78390,Ciprofloxacina,,,0.027,USD,3525011100,CPC
ocds-5wno2w-CE-20190001725740-102124,10103-PE-C,71730,Metformina,,,0.056,USD,35250151111,CPC
ocds-5wno2w-CE-20190001725741-102124,7358-PE-C,90090,Metformina,,,0.009,USD,3525011276,CPC
ocds-5wno2w-CE-20190001725742-102124,7470-PE-C,350,Carbamazepina,,,0.5,USD,3525011082,CPC
ocds-5wno2w-CE-20190001725743-102124,7129-PE-C,21990,Calcitriol,,,0.08,USD,3525011079,CPC
ocds-5wno2w-CE-20190001725744-102124,8934-PE-C,23760,Carvedilol,,,0.016,USD,3525011088,CPC
ocds-5wno2w-CE-20190001725745-102124,8939-PE-C,298040,Loratadina,,,0.009,USD,3525011268,CPC
ocds-5wno2w-CE-20190001725746-102124,10102-PE-C,306990,Losartán,,,0.007,USD,35250151105,CPC
ocds-5wno2w-CE-20190001725747-102124,7114-PE-C,699030,Losartán,,,0.005,USD,3525011270,CPC
ocds-5wno2w-CE-20190001725748-102124,9113-PE-C,8760,Aciclovir,,,0.083618,USD,3525011006,CPC
ocds-5wno2w-CE-20190001725749-102124,7359-PE-C,95610,Metformina,,,0.00862,USD,3525011275,CPC
ocds-5wno2w-CE-20190001725750-102124,13121-PE-C,3250,Fenitoína,,,0.025,USD,3525011193,CPC
ocds-5wno2w-CE-20190001725751-102124,10037-PE-C,13608,Furosemida,,,0.0094,USD,3525015127,CPC
ocds-5wno2w-CE-20190001725752-102124,10036-PE-C,4400,Enalapril,,,0.0187,USD,3525015094,CPC
ocds-5wno2w-CE-20190001725753-102124,7324-PE-C,27140,Selegilina,,,0.28,USD,3525011354,CPC
ocds-5wno2w-CE-20190001725754-102124,13007-PE-C,319,Suero antiofídico polivalente,,,37.2,USD,3525015266,CPC
ocds-5wno2w-CE-20190001725755-102124,7172-PE-C,2750,Oxacilina,,,0.21,USD,3525011309,CPC
ocds-5wno2w-CE-20190001725756-102124,7465-PE-C,21400,Omeprazol,,,0.26,USD,3525011306,CPC
ocds-5wno2w-CE-20190001725757-102124,10074-PE-C,1622,Mononitrato de isosorbida,,,0.045,USD,3525015214,CPC
ocds-5wno2w-CE-20190001725758-102124,8735-PE-C,720,Morfina,,,0.78,USD,3525011297,CPC
ocds-5wno2w-CE-20190001725759-102124,7202-PE-C,90,Trinitrato de glicerilo (Nitroglicerina),,,2.2,USD,3525011388,CPC
ocds-5wno2w-CE-20190001725760-102124,12999-PE-C,7580,Midazolam,,,0.83,USD,3525015209,CPC
ocds-5wno2w-CE-20190001725761-102124,7440-PE-C,6700,Oxitocina,,,0.1589,USD,3525011314,CPC
ocds-5wno2w-CE-20190001725762-102124,8917-PE-C,236280,Sales de hierro + Ácido fólico,,,0.06,USD,3525011351,CPC
ocds-5wno2w-CE-20190001725763-102124,9911-PE-C,9150,Progesterona,,,0.1761,USD,3525015251,CPC
