procuringEntity_name,Sector,NF003,NF010,NF016,NF018,NF026,NF027,NF031,NF042,NF044,NF047,NF059,NF061,NF062,NF063,RF cases,Total cases,Total RF,Relacion contratos,Densidad RF
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE JUNCAL,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE LA TINGUE,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE LARAMA,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6,2,0.3333333333333333,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE LAS NIEVES,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE MALACATOS,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,2,0.6666666666666666,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE MORASPUNGO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE NAMBACOLA,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE PUMPUENTSA,GAD Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE PURUNUMA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SAN ANTONIO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SAN ANTONIO DE LAS ARADAS,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SAN CRISTOBAL,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SAN JOAQUIN,GAD Parroquial,1,0,0,0,0,1,0,1,1,4,0,0,0,0,4,4,8,1.0,2.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SAN LUCAS,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SININCAY,GAD Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0.75,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE TUMBACO,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE YANGANA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0.5,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE YAUPI,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE ZHUD,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DEL QUINCHE,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL GENERAL MORALES,GAD Parroquial,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1.0,2.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL HONORATO VASQUEZ,GAD Parroquial,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,2,3,1.0,1.5
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL JUAN DE VELASCO,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL LA PROVIDENCIA,GAD Parroquial,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,21,4,0.19047619047619047,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL MALDONADO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL OCTAVIO CORDERO PALACIOS,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL QUINARA,GAD Parroquial,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL  DE MILAGRO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL 5 DE JUNIO HUIMBI,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL ALLURIQUIN ,GAD Parroquial,0,0,0,0,0,0,0,5,0,7,0,0,0,0,11,37,12,0.2972972972972973,1.0909090909090908
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL ATAHUALPA ,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL CASCOL,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DANIEL CORDOVA TORAL,GAD Parroquial,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,2,3,1.0,1.5
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DAYUMA,GAD Parroquial,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE ABAÑIN,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE AMAGUAÑA,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,2,0.6666666666666666,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE ANCONCITO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE ASCAZUBI,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE AUGUSTO N. MARTINEZ GADPRANM,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE AYAPAMBA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BAQUERIZO MORENO ,GAD Parroquial,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1.0,2.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BARBONES,GAD Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BAÑOS,GAD Parroquial,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,6,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BELLAMARIA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BELLAVISTA ,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BELLAVISTA EL ORO,GAD Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BENITEZ PACHANLICA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13,1,0.07692307692307693,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BUENAVISTA,GAD Parroquial,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,2,3,1.0,1.5
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CANELOS,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CAPIRO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CARACOL GADP RURAL CARACOL,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CASACAY,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CAÑAQUEMADA,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CHACARITA GADP RURAL CHACARITA,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CHACRAS,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CHANDUY,GAD Parroquial,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,21,4,0.19047619047619047,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CHANTILIN ,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0.5,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE COJITAMBO,GAD Parroquial,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,4,0.5,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE COSANGA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE COTUNDO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CRUCITA,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CUMBAYA,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CUNCHIBAMBA ,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CURTINCAPAC,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE EL CARMELO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE EL ENO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE EL TINGO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE EL TRIUNFO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE EMILIO MARIA TERAN,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE EUGENIO ESPEJO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE FACUNDO VELA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE FEBRES CORDERO,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE GUASUNTOS,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE GUIZHAGUIÑA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE HATUN SUMAKU,GAD Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE HUACHI GRANDE ,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE HUAMBALO,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE HUAMBI,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE IZAMBA,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE JAMBELI,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE JOSE LUIS TAMAYO,GAD Parroquial,0,0,0,0,0,0,0,1,0,9,0,0,0,0,9,29,10,0.3103448275862069,1.1111111111111112
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA ASUNCION,GAD Parroquial,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,20,4,0.2,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA AVANZADA,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA MAGDALENA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA SOFIA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA UNION,GAD Parroquial,0,0,0,0,0,0,0,2,0,4,0,0,0,0,4,4,6,1.0,1.5
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA VICTORIA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0.5,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA VILLEGAS,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LIMONAL,GAD Parroquial,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LLACAO,GAD Parroquial,0,0,0,0,0,0,0,1,0,8,0,0,0,0,8,9,9,0.8888888888888888,1.125
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LOS ANDES,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LOS ANGELES,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE MANGLARALTO,GAD Parroquial,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,5,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE MANU,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE MARIANO MORENO,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE MORALES,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE MOROMORO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE NAZON,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PALMA ROJA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PALMALES,GAD Parroquial,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1.0,2.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PANCHO NEGRO,GAD Parroquial,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,4,1.0,2.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PIEDRAS,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PILAHUIN,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PINLLOPATA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE POMPEYA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PRESIDENTE URBINA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PROGRESO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PUCAPAMBA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PUERTO MISAHUALLI,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0.3333333333333333,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PUERTO PECHICHE,GAD Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE RICAURTE,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE RIO BONITO,GAD Parroquial,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE ROBERTO ASTUDILLO,GAD Parroquial,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,5,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE ROCAFUERTE,GAD Parroquial,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1.0,2.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SABANILLA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SALATI,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN BARTOLOME DE PINLLO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN FRANCISCO DE BORJA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN JOSE,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN JUAN DE CERRO AZUL,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN JUAN DE PASTOCALLE,GAD Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN LUIS DE ARMENIA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN LUIS DE PAMBIL,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN MIGUEL,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN MIGUELITO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN ROQUE,GAD Parroquial,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN SEBASTIAN,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN VICENTE DE PUSIR,GAD Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,24,3,0.125,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SANTA ANA,GAD Parroquial,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1.0,2.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SANTA CECILIA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SELVA ALEGRE,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,1,0.08333333333333333,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SEVILLA ,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SEVILLA DON BOSCO,GAD Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE TARQUI,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE TAYUZA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE TIMBARA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE TIMBIRE,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE TNTE MAXIMILIANO RODRIGUEZ LOAIZA,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE TORATA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
